name,value
'H03',19
'C03',14
'C29',11
'F07',9
'G02',8
'D04',6
'C15',5
'A05',4
'C32',3
'C22',2
'A09',1
'B20',1
'C07',1
'C34',1
'D12',1
'A01',0
'A02',0
'A03',0
'A04',0
