name,value
'C11',4
'D01',3
'H02',3
'A01',1
'A06',1
'B10',1
'B15',1
'B22',1
'C15',1
'C24',1
'D03',1
'D12',1
'F07',1
'H10',1
'A02',0
'A03',0
'A04',0
'A05',0
'A07',0
