name,value
'C14',79
'C02',43
'A02',20
'A05',13
'D04',11
'B22',7
'A06',6
'C04',4
'F07',4
'A08',3
'B02',3
'B04',3
'F03',3
'C15',2
'C28',2
'A07',1
'A11',1
'A12',1
'B09',1
'B15',1
