name,value
'C02',461
'G02',21
'C35',17
'F07',15
'D08',13
'C03',11
'H13',10
'D04',8
'B07',6
'B04',5
'C15',5
'A04',4
'B22',4
'C08',4
'C11',3
'D02',3
'C04',2
'F03',2
'F08',2
