name,value
'C02',1159
'C24',236
'C14',148
'C35',98
'B01',65
'H03',63
'C03',46
'C06',46
'C31',33
'D02',32
'C11',30
'B02',22
'C38',22
'D04',22
'A08',21
'B10',20
'H02',20
'C32',18
'A06',17
'B15',15

