name,value
'C04',9
'D01',5
'H03',4
'F06',3
'C14',2
'C08',1
'C29',1
'D07',1
'G02',1
'A01',0
'A02',0
'A03',0
'A04',0
'A05',0
'A06',0
'A07',0
'A08',0
'A09',0
'A10',0
