name,value
'C31',84
'C14',37
'D07',22
'F07',16
'C24',14
'C03',13
'C06',12
'D03',12
'C38',10
'A08',9
'B10',4
'D04',4
'B22',3
'C37',3
'H10',3
'A03',2
'B07',2
'D12',2
'B04',1
'B11',1
