name,value
'C02',33
'C14',7
'H13',4
'B15',3
'C38',3
'H10',2
'A03',1
'B02',1
'B04',1
'B07',1
'B10',1
'B11',1
'C18',1
'C22',1
'D03',1
'D05',1
'I01',1
'A01',0
'A02',0
'A04',0
