name,value
'C02',437
'C24',125
'C03',103
'C38',75
'C14',46
'C06',33
'A08',22
'C31',18
'B01',16
'G02',14
'B22',12
'C19',10
'D04',10
'C29',9
'F07',8
'I01',8
'B15',7
'B02',5
'D03',5
'D05',5
