name,value
'B21',80
'C15',69
'C34',61
'C40',36
'B02',31
'B12',24
'D04',16
'D13',12
'B18',11
'F07',11
'D14',10
'D15',10
'C27',9
'C10',8
'D10',7
'H13',6
'C02',5
'C19',5
'C33',5
'B14',5
